id,listPrice
RE_016415,193979.02
RE_005101,254855.47
RE_011096,302266.06
RE_016583,134053.36
RE_003370,218171.69
RE_005546,201698.03
RE_004098,1.0808034e+06
RE_004346,507571.53
RE_010570,298572.22
RE_001708,273145.38
RE_000930,250635.48
RE_006070,229571.48
RE_007327,786734.5
RE_000642,1.3810999e+06
RE_007738,470975.25
RE_014970,525256.7
RE_012709,529935.5
RE_016273,6.16488e+06
RE_011653,684216.6
RE_013248,2.159332e+06
RE_012821,598647.6
RE_001981,1.2194696e+06
RE_001019,676021.5
RE_000451,207990.72
RE_009929,1.5045222e+06
RE_017652,906326.0
RE_015667,431781.6
RE_005770,109251.98
RE_014562,549038.75
RE_000127,620905.56
RE_005034,470528.56
RE_017976,374942.22
RE_000570,1.2139835e+06
RE_011776,401100.94
RE_017979,3.3494605e+06
RE_001010,2.4248152e+06
RE_012311,543732.7
RE_005619,381572.38
RE_010062,63639.336
RE_003721,290208.6
RE_016349,675839.75
RE_015028,3.3354128e+06
RE_000465,1.7541102e+06
RE_015220,449433.8
RE_011037,275160.66
RE_005526,544214.6
RE_006711,427023.12
RE_002650,1.1868324e+06
RE_008469,202219.98
RE_014419,431101.06
RE_011323,545213.1
RE_016876,348137.28
RE_007956,796042.44
RE_009126,611984.5
RE_012997,484989.5
RE_008649,404059.5
RE_015069,66702.41
RE_000607,596311.5
RE_003241,410615.9
RE_013349,285321.84
RE_000680,229227.8
RE_002178,70489.336
RE_003098,414228.9
RE_003286,229574.98
RE_005640,69563.4
RE_003149,610102.8
RE_001392,364992.34
RE_010509,834053.6
RE_003458,5.521469e+06
RE_009711,615637.8
RE_000014,1.3101842e+06
RE_016956,403714.0
RE_009054,586729.0
RE_017518,337735.25
RE_012731,147392.44
RE_003396,262790.3
RE_005735,430953.06
RE_015511,1.5544971e+06
RE_007860,438768.2
RE_003713,216564.92
RE_003017,573404.2
RE_017689,349565.2
RE_015510,1.03745244e+06
RE_011077,590900.06
RE_001394,330011.34
RE_013313,210536.0
RE_001997,545318.1
RE_007788,567030.9
RE_002243,1.3126605e+06
RE_013903,337686.94
RE_011581,323326.0
RE_007299,481971.72
RE_005923,140692.72
RE_014153,1.3975291e+06
RE_005649,1.3960332e+06
RE_005989,886187.5
RE_006940,1.1676635e+06
RE_002054,631797.06
RE_007282,266177.5
RE_000676,384335.2
RE_006608,1.3217326e+06
RE_008001,487995.94
RE_009671,558835.44
RE_013201,1.5838966e+06
RE_001474,1.00481725e+06
RE_002273,297462.94
RE_005389,1.282813e+06
RE_008738,401590.47
RE_002062,100691.336
RE_015495,347225.44
RE_016764,105761.33
RE_003739,589263.06
RE_003759,575670.44
RE_006320,230930.06
RE_005102,892788.0
RE_003673,927878.25
RE_005840,222523.78
RE_016262,5.814102e+06
RE_010878,756433.5
RE_012833,906003.7
RE_015147,264508.38
RE_015177,19025.139
RE_013712,605624.06
RE_000950,716119.44
RE_003619,552792.2
RE_003465,542901.06
RE_006391,1.7209752e+06
RE_007913,736213.9
RE_002451,289033.06
RE_017612,238330.14
RE_016208,247987.3
RE_013214,731117.44
RE_001496,623997.7
RE_005470,659035.9
RE_001185,4.5913965e+06
RE_012068,238346.5
RE_001108,349515.5
RE_012076,248876.23
RE_012896,781454.5
RE_001648,358887.72
RE_008116,247573.77
RE_001517,198089.03
RE_006045,45928.21
RE_016731,133214.66
RE_011408,402607.44
RE_008605,1.4792981e+06
RE_011376,1.3646451e+06
RE_008150,355793.75
RE_002168,629929.0
RE_010990,147927.28
RE_002733,1.0714581e+06
RE_013416,194246.89
RE_011406,121453.555
RE_008843,150305.11
RE_005220,885433.1
RE_000139,138512.64
RE_016486,656562.3
RE_012277,243291.69
RE_017471,376523.16
RE_013892,1.04027406e+06
RE_010863,347131.4
RE_007175,187548.48
RE_005200,607608.4
RE_017141,556950.9
RE_003400,1.1785861e+06
RE_001257,905906.9
RE_008718,1.713326e+06
RE_000802,923614.9
RE_004080,389921.03
RE_006736,489628.0
RE_018047,129014.62
RE_002827,791092.94
RE_015148,604143.25
RE_012355,162346.39
RE_003797,3.7405045e+06
RE_006696,160293.94
RE_014818,308351.53
RE_006720,754414.1
RE_009704,221336.42
RE_005559,202560.27
RE_008734,345377.62
RE_015862,437108.03
RE_002847,252235.58
RE_007258,474262.38
RE_013234,2.5457302e+06
RE_003397,111848.59
RE_000336,481590.38
RE_013279,132189.06
RE_015490,970606.94
RE_013488,1.3566881e+06
RE_017355,61254.797
RE_006361,556124.0
RE_002907,249641.2
RE_011384,836283.0
RE_009108,459583.16
RE_007970,417672.1
RE_014873,799642.94
RE_002112,704971.3
RE_010107,281605.1
RE_007494,351572.8
RE_003568,576169.7
RE_008490,446930.44
RE_006925,421184.88
RE_008344,443974.56
RE_001339,143391.73
RE_003453,371339.22
RE_007013,862089.25
RE_001789,1.7934042e+06
RE_002442,1.4373306e+06
RE_000261,1.1723901e+06
RE_006094,408896.5
RE_014486,334392.5
RE_015998,462784.6
RE_001968,842945.75
RE_006382,353669.56
RE_013616,213157.56
RE_000760,125713.516
RE_018235,173160.05
RE_012631,756248.9
RE_017346,233180.95
RE_015219,263519.62
RE_007142,477204.6
RE_001720,1.1760319e+06
RE_014951,389388.88
RE_014877,2.4219262e+06
RE_010189,842592.9
RE_000222,104113.89
RE_005259,223478.45
RE_008115,1.0879555e+06
RE_001523,721784.9
RE_017203,517984.94
RE_002941,430697.9
RE_014583,697561.25
RE_003252,1.1228839e+06
RE_016298,1.5756856e+06
RE_005633,328896.9
RE_015362,287691.6
RE_016970,1.0579265e+06
RE_011354,344472.03
RE_018138,994478.44
RE_011882,148954.19
RE_012350,229197.62
RE_004495,186243.08
RE_013871,343943.53
RE_017264,183213.17
RE_018008,2.0735064e+06
RE_005336,436126.2
RE_012337,1.2146729e+07
RE_017766,4.983006e+06
RE_011229,3.8025515e+06
RE_014897,515643.8
RE_015769,493439.5
RE_005605,917744.4
RE_006811,751966.2
RE_017390,732994.06
RE_004805,666293.94
RE_010828,66170.25
RE_010669,2.557664e+06
RE_014331,619505.5
RE_008969,883888.4
RE_004716,984231.8
RE_011459,318484.53
RE_006908,212418.69
RE_005097,270731.97
RE_008136,1.680535e+06
RE_018191,211244.16
RE_007392,264201.03
RE_001711,23080.953
RE_012175,2.9263282e+06
RE_008751,976512.9
RE_013335,1.4196426e+06
RE_005113,635747.5
RE_002002,733745.94
RE_013318,256452.19
RE_002089,176623.69
RE_010475,1.2683974e+06
RE_010768,386911.34
RE_001529,227447.39
RE_009543,148539.27
RE_016849,2.374235e+06
RE_017151,1.7149672e+07
RE_017458,631043.75
RE_017312,258340.86
RE_010984,562039.06
RE_009178,457620.3
RE_018152,461142.62
RE_003631,141536.25
RE_016227,1.0560062e+06
RE_017796,229507.12
RE_002227,216364.67
RE_016252,558470.44
RE_003205,467791.2
RE_012128,83076.4
RE_015125,1.0559483e+07
RE_017189,422310.66
RE_013137,360656.1
RE_016279,1.0157779e+06
RE_006786,943869.1
RE_017637,537655.4
RE_001795,1.2392324e+06
RE_015214,447250.62
RE_016306,515571.03
RE_017634,357566.62
RE_001290,353224.28
RE_006745,1.7293924e+06
RE_003339,499262.22
RE_008543,843511.9
RE_018003,739417.56
RE_012800,3.1496702e+06
RE_006693,392891.53
RE_009360,441042.88
RE_002627,554021.9
RE_007740,198219.23
RE_010149,2.2983055e+06
RE_015007,258439.42
RE_003188,270918.44
RE_008404,673009.75
RE_007125,394245.38
RE_011556,1.1531248e+06
RE_018282,733855.8
RE_012049,371109.8
RE_013868,932300.8
RE_010866,794215.7
RE_017030,892671.3
RE_001932,186835.3
RE_003994,470766.44
RE_016395,1.0046333e+06
RE_012985,324386.9
RE_006724,371125.72
RE_013238,238533.19
RE_004980,242973.78
RE_014930,3.949306e+06
RE_015531,285294.9
RE_004481,242496.92
RE_013436,201059.84
RE_002533,226371.47
RE_017579,869960.9
RE_013826,906347.6
RE_006392,314353.2
RE_003402,558944.7
RE_017654,537561.56
RE_015586,517011.72
RE_008787,357885.62
RE_010105,353200.03
RE_002385,208229.28
RE_008237,148106.12
RE_006746,538829.3
RE_013200,387245.78
RE_001482,154913.6
RE_004498,919781.56
RE_012803,719564.94
RE_011431,429998.97
RE_012079,1.2451841e+06
RE_005372,554203.7
RE_004079,490470.62
RE_006974,587537.0
RE_002479,499246.5
RE_003867,352607.7
RE_000730,176603.98
RE_002805,749858.6
RE_009119,1.3238093e+07
RE_009441,233597.39
RE_007245,412290.66
RE_017467,790403.7
RE_004692,568872.5
RE_003081,1.7033471e+06
RE_016945,529174.94
RE_010270,333744.78
RE_002008,843767.7
RE_013666,345356.22
RE_010011,299559.34
RE_015659,427377.97
RE_011679,882940.56
RE_005628,692407.44
RE_009654,448730.6
RE_009748,232324.14
RE_017574,549182.8
RE_006643,146346.16
RE_003327,1.9038e+06
RE_007035,561886.3
RE_000464,158568.84
RE_008877,5.485297e+06
RE_011019,207200.39
RE_011928,1.4518636e+06
RE_007141,144544.08
RE_004510,451783.2
RE_013042,2.011343e+06
RE_016866,323015.03
RE_006690,474383.16
RE_002838,418087.75
RE_013374,713260.2
RE_009286,1.0658234e+06
RE_017775,8.567018e+06
RE_002133,252968.89
RE_005081,952975.44
RE_000578,330501.72
RE_001597,321359.5
RE_001105,1.4718329e+06
RE_003428,876082.0
RE_007634,627301.44
RE_010320,536746.0
RE_016221,165168.2
RE_017000,1.1037286e+06
RE_005303,210607.9
RE_001822,469255.88
RE_004105,600915.06
RE_010950,311987.78
RE_014646,803680.4
RE_005851,244046.0
RE_012054,348072.2
RE_001150,94603.414
RE_003907,3.7417102e+06
RE_008064,164282.5
RE_003262,397665.78
RE_014603,437058.4
RE_009139,1.7281229e+06
RE_001516,3.732056e+06
RE_001383,665876.0
RE_018231,337220.94
RE_000122,275295.06
RE_010462,270964.97
RE_017697,154978.77
RE_010943,386820.94
RE_004878,380892.47
RE_001179,577576.94
RE_002574,384608.0
RE_010397,190891.33
RE_010013,331872.2
RE_017149,146953.69
RE_002918,1.3914848e+06
RE_006029,276628.84
RE_013910,434540.25
RE_007033,651081.5
RE_012169,1.3184129e+06
RE_008967,284801.78
RE_003229,341575.94
RE_013293,1.436355e+06
RE_016641,572448.56
RE_011934,233956.56
RE_017168,336104.25
RE_017727,1.2530272e+06
RE_008192,940811.75
RE_004536,647014.2
RE_007994,1.1175956e+06
RE_013935,687119.3
RE_012765,406803.53
RE_011778,241396.52
RE_006177,1.5253422e+06
RE_010934,127450.51
RE_016080,472071.56
RE_001828,473707.75
RE_009510,444610.97
RE_016288,981051.25
RE_007399,2.6707052e+06
RE_012171,157397.42
RE_003399,755288.8
RE_000318,139233.39
RE_002370,270607.8
RE_009133,166650.44
RE_015770,414331.62
RE_010004,263915.22
RE_016585,1.06334e+06
RE_007342,1.9138669e+06
RE_010019,662860.06
RE_001237,9.13793e+06
RE_003738,246195.22
RE_000213,169701.86
RE_007183,507621.4
RE_016604,837424.25
RE_002739,1.1245052e+06
RE_004751,400614.28
RE_007882,211557.45
RE_013765,503758.47
RE_008731,367622.12
RE_015051,2.9848845e+06
RE_011803,1.01387325e+06
RE_007340,762263.06
RE_010640,8.128133e+06
RE_005629,480687.8
RE_012700,536634.44
RE_003499,777883.2
RE_011355,293405.28
RE_008809,346732.38
RE_011468,700896.8
RE_000151,550135.25
RE_006306,140295.44
RE_012443,96547.28
RE_015995,249840.55
RE_016712,364172.12
RE_006582,1.7210966e+06
RE_012178,313419.8
RE_017779,2.0870545e+06
RE_007240,88250.34
RE_014555,1.0684092e+06
RE_015340,2.2233472e+06
RE_008331,411166.88
RE_008617,302930.1
RE_001569,336282.53
RE_009938,377684.4
RE_003272,357221.03
RE_002744,777255.9
RE_018250,2.232509e+06
RE_005249,458023.72
RE_003515,555579.0
RE_003276,3.5675942e+06
RE_012594,611092.75
RE_002455,596074.94
RE_014503,36428.207
RE_015094,206550.31
RE_016453,195035.97
RE_012223,560704.4
RE_007682,643865.7
RE_000830,1.3130064e+07
RE_015195,560037.94
RE_004344,80998.36
RE_004068,400287.0
RE_014920,172466.55
RE_007214,607672.1
RE_013926,61550.582
RE_014198,677046.75
RE_010507,202278.62
RE_001468,90840.12
RE_015546,57040.984
RE_009651,644310.44
RE_016754,765734.9
RE_002367,2.6160335e+06
RE_017353,614035.3
RE_006080,1.2540386e+06
RE_011578,546955.6
RE_004076,405560.47
RE_007417,787069.94
RE_002103,134176.4
RE_009766,216659.53
RE_018089,306907.53
RE_012392,669114.2
RE_005444,1.7079131e+06
RE_009004,1.0419292e+06
RE_017600,313129.12
RE_016397,340786.25
RE_002749,673862.0
RE_002006,180211.6
RE_006341,1.9727919e+06
RE_000824,931182.06
RE_001082,158188.66
RE_003711,501761.0
RE_009012,1.2031e+06
RE_000387,702623.44
RE_009066,137839.53
RE_012263,938503.4
RE_004075,241653.81
RE_005446,337534.62
RE_005812,289752.0
RE_013675,183997.8
RE_000801,660860.44
RE_005781,1.0860948e+06
RE_010101,975654.6
RE_000765,68571.95
RE_001930,277646.9
RE_013388,520812.84
RE_012046,404173.2
RE_008596,4.8124535e+06
RE_000293,718444.5
RE_011387,1.29159e+06
RE_017276,6.580536e+06
RE_014435,671794.56
RE_005926,540242.75
RE_007884,1.1485535e+06
RE_007586,380048.5
RE_001723,233695.88
RE_014698,203742.86
RE_007376,247106.25
RE_004656,582191.4
RE_015364,548367.4
RE_005802,2.1239418e+06
RE_009892,951676.7
RE_007964,167166.97
RE_012714,726918.9
RE_006349,626768.0
RE_003922,904534.25
RE_003136,614194.0
RE_000739,1.6632704e+06
RE_008573,263913.72
RE_014337,503813.25
RE_017785,560248.44
RE_017073,992441.44
RE_010256,244903.05
RE_006592,220151.0
RE_009769,164765.61
RE_017395,170379.22
RE_014915,615388.3
RE_008732,795352.6
RE_001473,832255.56
RE_008581,407007.66
RE_011108,1.4183976e+06
RE_009078,2.0824638e+06
RE_007044,60730.766
RE_006635,609275.44
RE_003232,238375.83
RE_007958,761818.3
RE_011588,510970.3
RE_001141,2.9459908e+06
RE_017881,223345.3
RE_012632,461023.9
RE_002484,284057.44
RE_002688,914047.0
RE_004208,742375.25
RE_018110,718391.75
RE_009993,1.1166006e+06
RE_001121,539991.9
RE_002763,339621.5
RE_010988,161788.89
RE_004195,281115.66
RE_012819,657676.56
RE_016528,89294.03
RE_009276,1.443398e+06
RE_006508,1.9066672e+06
RE_010112,324441.38
RE_009166,909831.6
RE_011615,1.485792e+06
RE_014879,63376.234
RE_010483,456031.0
RE_006020,541905.3
RE_006418,617605.44
RE_004953,581960.44
RE_017488,370218.28
RE_001526,548770.75
RE_018299,1.0813488e+06
RE_011569,624010.75
RE_002000,817255.7
RE_000422,826439.06
RE_016749,218203.31
RE_016253,1.1922996e+07
RE_006327,4.035846e+06
RE_013553,513679.53
RE_013006,448518.8
RE_012848,860174.06
RE_004635,438707.1
RE_000874,243094.31
RE_004204,479097.44
RE_010448,147369.81
RE_017665,399068.78
RE_007087,162329.22
RE_001675,153756.28
RE_009115,407367.25
RE_000622,383521.25
RE_001804,195667.55
RE_013517,588670.5
RE_004777,60628.797
RE_003497,456182.38
RE_008067,677589.3
RE_016483,272331.78
RE_008842,40271.035
RE_005037,78261.98
RE_001247,902846.8
RE_009348,220104.81
RE_015699,69567.58
RE_014701,182253.64
RE_014841,579514.7
RE_005531,153937.33
RE_003369,3.9127655e+06
RE_002762,704986.06
RE_001885,168715.25
RE_011174,3.0463842e+06
RE_007292,629356.1
RE_008699,185395.47
RE_001462,256146.66
RE_012858,253331.02
RE_010145,4.0773992e+06
RE_001506,3.3553558e+06
RE_015365,1.2683442e+06
RE_011680,746134.25
RE_015322,432681.44
RE_015551,497190.56
RE_010520,776302.44
RE_006300,138297.77
RE_007963,504540.25
RE_015610,569222.5
RE_017295,684351.75
RE_012784,813664.3
RE_006002,353500.28
RE_016741,2.3378228e+06
RE_011607,318481.8
RE_011957,629409.56
RE_005156,445125.6
RE_004842,99426.125
RE_014730,565340.3
RE_015022,126690.805
RE_009299,204141.0
RE_016348,690623.56
RE_015170,949823.4
RE_013255,1.1719732e+06
RE_001892,759256.5
RE_007714,777868.4
RE_016105,1.3408016e+06
RE_007196,137870.3
RE_006879,675265.06
RE_011629,767351.94
RE_013665,181211.67
RE_007418,474903.72
RE_016933,645844.7
RE_008952,665082.0
RE_017555,95546.484
RE_008210,510800.75
RE_011000,214997.05
RE_004335,106189.05
RE_010615,134154.9
RE_013640,342280.62
RE_015575,62448.13
RE_011489,330876.72
RE_002139,312680.3
RE_000553,486035.94
RE_013184,461066.97
RE_004660,415386.03
RE_013880,1.1665505e+06
RE_012386,493396.7
RE_004413,143392.69
RE_009976,261827.95
RE_004666,367569.22
RE_010139,216752.33
RE_003695,107998.195
RE_016656,389163.9
RE_010465,163308.39
RE_008086,363381.8
RE_005301,523959.38
RE_017076,402921.62
RE_001000,134960.16
RE_012000,214599.03
RE_006201,640748.44
RE_006389,1.0925638e+06
RE_002742,631111.8
RE_009062,977151.94
RE_014126,228776.81
RE_018170,563473.06
RE_014361,280290.88
RE_004532,421068.0
RE_000543,746386.2
RE_013662,85691.0
RE_013751,568001.3
RE_002618,805426.7
RE_008334,157954.25
RE_000339,726656.9
RE_014570,741061.0
RE_000109,248758.31
RE_011705,381453.38
RE_015309,1.337096e+06
RE_005750,218287.2
RE_014259,953871.94
RE_012621,410464.4
RE_002651,129610.766
RE_004831,449172.88
RE_016932,528480.94
RE_008091,3.9348432e+06
RE_004054,927657.94
RE_007293,635985.25
RE_009412,426819.97
RE_012875,3.1918435e+06
RE_017085,146220.88
RE_008229,194330.81
RE_012960,3.0986632e+06
RE_001535,842155.06
RE_017928,357276.22
RE_009841,1.5965156e+06
RE_000049,309890.97
RE_008857,2.107158e+06
RE_001232,521555.4
RE_009778,507010.34
RE_002192,1.9697464e+06
RE_002697,696936.2
RE_006154,228443.89
RE_016352,988619.4
RE_006470,740524.06
RE_002042,445486.56
RE_011600,222083.44
RE_007567,80069.34
RE_001202,381658.25
RE_002502,153640.03
RE_013283,587127.0
RE_005927,794090.75
RE_008806,491727.7
RE_003938,312649.3
RE_013566,378890.8
RE_006796,395933.75
RE_017178,278763.12
RE_011775,205074.69
RE_000987,3.3816142e+06
RE_007278,130769.04
RE_001836,511846.75
RE_000634,204941.75
RE_017590,544035.6
RE_009491,9.52359e+06
RE_007360,531627.2
RE_014960,477927.38
RE_001656,719188.3
RE_011758,495273.94
RE_000350,697473.44
RE_017522,687822.1
RE_015305,482484.97
RE_006385,729876.7
RE_012256,529164.8
RE_002621,177997.94
RE_011985,835093.06
RE_008504,210567.73
RE_000995,29292.139
RE_006019,134982.8
RE_006989,385860.78
RE_011840,906658.0
RE_011401,717686.44
RE_016510,728381.7
RE_011234,514605.28
RE_008962,917653.4
RE_010806,435669.72
RE_003106,469933.9
RE_012239,1.870035e+06
RE_013276,1.00448675e+06
RE_001976,663304.6
RE_000292,3.163563e+06
RE_006670,954114.9
RE_016626,104515.7
RE_013190,659738.94
RE_001753,1.2285724e+06
RE_007199,713844.06
RE_017982,208033.38
RE_010820,438067.84
RE_006466,1.0784682e+06
RE_013340,198165.75
RE_002865,388709.53
RE_000435,409914.78
RE_007291,341399.44
RE_006658,78045.6
RE_013315,1.2813629e+06
RE_016638,188602.97
RE_014747,663548.9
RE_012820,920562.56
RE_013727,704728.6
RE_010440,1.4920396e+06
RE_017174,374022.94
RE_017962,781954.7
RE_014380,342852.0
RE_000904,1.1960666e+06
RE_012466,851980.56
RE_004298,418946.7
RE_010525,165369.95
RE_015780,581972.6
RE_002881,3.5514325e+06
RE_001765,306235.94
RE_014138,906389.1
RE_015841,208832.45
RE_000992,448095.12
RE_009820,573821.6
RE_013615,213793.58
RE_006492,493686.16
RE_009588,448331.9
RE_009561,423602.62
RE_001487,292393.53
RE_016032,270702.78
RE_017973,1.587193e+06
RE_016103,326801.75
RE_013913,371262.38
RE_011046,7.117618e+06
RE_014559,268957.06
RE_006707,452438.97
RE_005796,538892.0
RE_005751,405653.72
RE_013401,514913.1
RE_012232,337766.8
RE_008807,356771.97
RE_001131,480373.44
RE_018116,4.1127112e+06
RE_014265,117399.734
RE_013116,1.2480529e+06
RE_003250,277371.4
RE_014481,775777.75
RE_015311,948844.7
RE_004329,455045.25
RE_004588,369946.88
RE_009026,970685.6
RE_017535,698983.0
RE_006706,2.522484e+06
RE_014206,208993.84
RE_005271,128995.18
RE_015661,528280.4
RE_007802,543093.75
RE_005516,145493.8
RE_000651,458207.22
RE_006008,1.6601834e+06
RE_005815,2.3548242e+06
RE_010443,608749.25
RE_008670,2.090696e+06
RE_001670,340329.62
RE_002730,97595.59
RE_012987,6.680271e+06
RE_007865,74710.18
RE_008618,490394.38
RE_012125,709551.1
RE_013379,222769.02
RE_006295,328981.28
RE_015462,238509.08
RE_004303,496606.28
RE_004340,359411.44
RE_004155,221694.28
RE_014944,808297.6
RE_006859,606944.6
RE_006947,200591.19
RE_009808,1.3745929e+06
RE_009760,237293.9
RE_014940,861907.56
RE_016175,902976.0
RE_018245,62044.637
RE_013797,8.1837385e+06
RE_007343,506407.75
RE_004531,578231.1
RE_001415,160483.45
RE_014215,139399.6
RE_003326,475269.34
RE_010196,1.7721994e+06
RE_005086,285041.44
RE_003785,511818.9
RE_011203,972978.56
RE_006957,983524.4
RE_015482,172056.98
RE_004873,281144.06
RE_005677,1.1786715e+06
RE_013947,385341.53
RE_010083,1.9902699e+06
RE_009702,318462.38
RE_014002,672596.5
RE_005330,783242.1
RE_012527,322827.78
RE_015689,243676.9
RE_005903,185930.38
RE_006671,1.4926007e+07
RE_012103,1.7641172e+06
RE_001354,93209.305
RE_016763,1.9400259e+06
RE_014755,1.8285352e+06
RE_007744,593729.0
RE_018162,77229.15
RE_017821,358784.72
RE_006224,291802.7
RE_001041,873735.7
RE_017408,218790.73
RE_017995,92883.47
RE_011169,1.0903112e+06
RE_007272,205913.47
RE_011951,407544.44
RE_001989,755804.0
RE_014857,604425.6
RE_005331,672590.75
RE_005848,175127.39
RE_014817,7.769459e+06
RE_004058,62312.668
RE_001198,991578.6
RE_012681,282477.66
RE_001305,630444.06
RE_009508,178558.16
RE_004977,720178.7
RE_004721,96411.47
RE_016996,196629.05
RE_008619,290089.3
RE_004109,1.5230354e+06
RE_009061,137585.02
RE_013709,156930.23
RE_003773,252437.97
RE_002679,308121.38
RE_014753,650780.44
RE_013355,601205.7
RE_000701,987154.4
RE_003925,637299.1
RE_013646,465966.12
RE_016622,164101.8
RE_004426,208882.86
RE_001677,212786.89
RE_014398,625360.75
RE_003505,465616.97
RE_008413,671910.56
RE_000745,550699.0
RE_012145,517896.53
RE_010931,233248.78
RE_012237,1.3515858e+06
RE_004652,176814.3
RE_017314,489800.34
RE_002709,724900.9
RE_012471,111705.97
RE_009218,1.0181317e+06
RE_010921,459004.97
RE_002180,1.2987764e+06
RE_009220,276435.53
RE_000432,1.7050406e+06
RE_017134,636921.8
RE_015426,89937.92
RE_005344,2.0900581e+06
RE_010255,811249.25
RE_004484,723940.56
RE_012181,364752.56
RE_012961,197624.67
RE_012473,996022.7
RE_002253,541730.7
RE_015986,342202.28
RE_012361,709254.8
RE_007297,872126.5
RE_005401,93397.59
RE_012005,206140.2
RE_000062,985577.8
RE_011073,533581.2
RE_007976,664997.06
RE_005522,56801.695
RE_000402,960434.1
RE_010748,506187.1
RE_009453,147534.34
RE_014344,336177.7
RE_000627,290693.6
RE_000556,170117.66
RE_017990,309386.9
RE_003444,193455.08
RE_005456,533982.3
RE_007747,557103.9
RE_005763,212984.23
RE_015100,714437.25
RE_008367,821190.94
RE_008804,378919.72
RE_016002,780324.0
RE_013539,363734.1
RE_013785,695661.94
RE_005462,1.2034212e+06
RE_011009,262381.88
RE_009895,272602.28
RE_002996,209784.61
RE_007581,403978.2
RE_010282,5.3839335e+06
RE_004678,1.1299696e+06
RE_014335,308959.7
RE_005241,608735.3
RE_013515,868875.56
RE_009858,444999.53
RE_012052,332537.8
RE_007252,511969.28
RE_011716,498243.38
RE_012341,2.8298425e+06
RE_011074,476132.22
RE_007255,308296.53
RE_006375,356027.6
RE_015129,534293.56
RE_002486,577640.3
RE_013650,403212.25
RE_015549,1.134956e+06
RE_000903,177111.5
RE_004895,405313.03
RE_004653,175781.97
RE_013162,225450.42
RE_003305,1.9179196e+07
RE_011397,535762.56
RE_002258,540832.5
RE_017262,441928.28
RE_011005,598739.0
RE_016799,256037.97
RE_012487,339253.75
